Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,PassAtt,PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,25,1996,38,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1141.0,74.6,25434.0,18986.0,120.0,121.0,99.2,358.0,367.0,97.5,369.0,649.0,56.9,0.0,0.0,0.3,0.0,1.0,4.0,0.0,0.0,1.0,786.0,355.0,89.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,0.0,0.0,8.0,0.21,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,1215.0,1033.0,1208.0,8.0,0.0,0.0,1215.0,0.0,0.0,0.0,0.0,0.0,846.0,4110.0,2509.0,0.0,0.0,0.0,1.0,0.0,483.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,7.0,1.0,87.5,58.0,1.53,195.0,140.0,72.8,19.0,8.0,11.0,9.0,23.7,5.0,5.0,0.0,0.0,0.0,5.0,1.0,4.0,3.0,49.5,0.24,-5.5,-0.14,189.0,445.0,42.5,875.0,203.0,32.2,32.8,266.0,61.3,45.6,454.0,36.0,7.9,33.0,0.87,12.7
Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,23,22,2035.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,567.0,853.0,66.5,18860.0,15113.0,87.0,88.0,98.9,231.0,234.0,98.7,246.0,524.0,46.9,0.0,0.1,0.2,-0.1,1.0,32.0,2.0,0.0,0.0,612.0,238.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,3.0,1.0,10.0,0.44,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,916.0,752.0,910.0,5.0,1.0,1.0,916.0,0.0,0.0,0.0,0.0,0.0,494.0,2288.0,1124.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,3.0,1.0,75.0,58.0,2.57,138.0,80.0,60.9,4.0,4.0,14.0,2.0,9.1,4.0,4.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,45.8,0.31,-12.2,-0.54,180.0,441.0,40.8,676.0,79.0,46.4,38.4,174.0,73.0,55.2,321.0,7.0,2.2,23.0,1.02,15.0
Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31,1990,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,68.0,43.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,29,1992,37,37,3330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,1453.0,85.4,29043.0,18696.0,307.0,309.0,99.4,657.0,666.0,98.6,273.0,469.0,58.2,1.0,0.3,0.0,0.7,1.0,16.0,0.0,0.0,3.0,1199.0,250.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,4.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,20.0,0.0,1536.0,1124.0,1498.0,39.0,0.0,0.0,1536.0,2.0,2.0,100.0,0.0,0.0,985.0,4654.0,2962.0,0.0,0.0,0.0,1.0,0.0,901.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,71.0,11.0,1.0,91.7,43.0,1.16,147.0,105.0,72.1,19.0,9.0,9.0,14.0,37.8,4.0,2.0,1.0,1.0,33.3,2.0,0.0,0.0,2.0,51.1,0.33,10.1,0.27,116.0,283.0,41.0,1256.0,210.0,18.4,26.9,193.0,26.9,31.3,397.0,23.0,5.8,89.0,2.41,19.8
Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,5,2,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,92.0,72.8,1737.0,1323.0,25.0,25.0,100.0,22.0,22.0,100.0,19.0,43.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,91.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,53.0,253.0,153.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.04,16.0,9.0,68.8,0.0,1.0,1.0,1.0,50.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.3,0.33,0.3,0.09,14.0,37.0,37.8,61.0,14.0,39.3,33.4,30.0,43.3,33.0,47.0,2.0,4.3,1.0,0.29,10.3
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35,35,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,1427.0,79.2,31355.0,20598.0,200.0,201.0,99.5,483.0,486.0,99.4,444.0,735.0,60.4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1042.0,383.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,2.0,0.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,1480.0,1194.0,1468.0,11.0,1.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,873.0,4354.0,2708.0,0.0,0.0,0.0,1.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,9.0,1.0,90.0,55.0,1.57,117.0,64.0,55.6,12.0,8.0,15.0,9.0,25.7,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,38.5,0.31,-14.5,-0.41,176.0,436.0,40.4,1140.0,187.0,30.4,33.3,285.0,31.2,32.5,467.0,28.0,6.0,28.0,0.8,14.2
Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,79.5,880.0,696.0,9.0,9.0,100.0,17.0,19.0,89.5,9.0,16.0,56.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,34.0,44.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,35.0,177.0,134.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.35,-0.6,-0.61,4.0,10.0,40.0,41.0,7.0,24.4,30.3,3.0,0.0,15.3,6.0,1.0,16.7,1.0,1.0,13.0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7,7,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,227.0,90.3,4750.0,3000.0,45.0,45.0,100.0,117.0,120.0,97.5,43.0,61.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,41.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,234.0,186.0,232.0,2.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,144.0,645.0,257.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,1.0,18.0,12.0,61.1,4.0,1.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.5,0.25,-1.5,-0.21,14.0,27.0,51.9,190.0,36.0,7.9,23.3,37.0,32.4,35.6,54.0,1.0,1.9,11.0,1.57,21.7
André Onana,cm CMR,GK,Inter,it Serie A,26,1996,24,24,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,1030.0,81.3,20562.0,13611.0,224.0,224.0,100.0,386.0,394.0,98.0,220.0,402.0,54.7,0.0,0.1,0.1,-0.1,3.0,17.0,1.0,0.0,2.0,845.0,182.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,3.0,0.0,8.0,0.33,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1071.0,890.0,1058.0,13.0,0.0,0.0,1071.0,0.0,0.0,0.0,0.0,0.0,728.0,3561.0,2314.0,0.0,0.0,0.0,1.0,0.0,657.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,24.0,3.0,0.0,100.0,24.0,1.0,83.0,61.0,73.5,14.0,3.0,7.0,8.0,33.3,2.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,19.3,0.21,-2.7,-0.11,105.0,270.0,38.9,875.0,115.0,25.5,29.6,152.0,30.9,35.4,283.0,15.0,5.3,10.0,0.42,12.5
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,32,32,2816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,1026.0,77.2,20368.0,14374.0,173.0,173.0,100.0,392.0,396.0,99.0,223.0,447.0,49.9,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,741.0,280.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,5.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,3.0,4.0,10.0,0.0,1098.0,923.0,1092.0,7.0,0.0,0.0,1098.0,2.0,0.0,0.0,2.0,100.0,764.0,4021.0,2558.0,0.0,0.0,0.0,1.0,0.0,528.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,31.0,3.0,0.0,100.0,39.0,1.25,131.0,94.0,75.6,16.0,4.0,12.0,7.0,21.9,7.0,7.0,0.0,0.0,0.0,7.0,2.0,5.0,2.0,41.4,0.27,4.4,0.14,114.0,317.0,36.0,838.0,134.0,31.3,31.9,183.0,30.1,31.8,358.0,19.0,5.3,25.0,0.8,13.9
Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.64,-0.4,-5.35,0.0,3.0,0.0,2.0,0.0,100.0,58.5,1.0,100.0,94.0,3.0,0.0,0.0,0.0,0.0,1.0
Antonio Mirante,it ITA,GK,Milan,it Serie A,39,1983,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,96.0,57.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir Begović,ba BIH,GK,Everton,eng Premier League,35,1987,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,584.0,423.0,3.0,3.0,100.0,10.0,10.0,100.0,8.0,17.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,31.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,75.0,47.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.5,0.49,4.0,13.0,30.8,22.0,5.0,36.4,34.9,8.0,62.5,46.8,23.0,1.0,4.3,0.0,0.0,5.0
Axel Werner,ar ARG,GK,Elche,es La Liga,26,1996,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,74.3,1421.0,813.0,4.0,4.0,100.0,34.0,35.0,97.1,14.0,30.0,46.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,57.0,72.0,2.0,0.0,0.0,74.0,1.0,1.0,100.0,0.0,0.0,38.0,194.0,125.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.4,0.31,-1.6,-0.82,4.0,20.0,20.0,53.0,9.0,32.1,34.9,16.0,18.8,33.8,26.0,1.0,3.8,1.0,0.5,14.0
Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,34,34,2946.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,1173.0,68.9,21748.0,14971.0,205.0,206.0,99.5,355.0,362.0,98.1,240.0,594.0,40.4,1.0,0.1,0.2,0.9,1.0,22.0,3.0,0.0,0.0,889.0,282.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,2.0,1.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,1.0,2.0,15.0,3.0,1265.0,1027.0,1258.0,7.0,0.0,0.0,1265.0,0.0,0.0,0.0,0.0,0.0,757.0,4042.0,2471.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,38.0,8.0,1.0,88.9,54.0,1.65,164.0,112.0,69.5,6.0,10.0,18.0,6.0,17.6,6.0,4.0,1.0,1.0,20.0,4.0,1.0,7.0,3.0,46.1,0.25,-4.9,-0.15,151.0,482.0,31.3,975.0,159.0,37.6,34.6,196.0,58.7,46.5,472.0,13.0,2.8,32.0,0.98,14.1
Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10,10,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,275.0,65.1,6302.0,5234.0,21.0,21.0,100.0,66.0,67.0,98.5,92.0,184.0,50.0,0.0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,0.0,149.0,123.0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,3.0,0.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,298.0,228.0,290.0,8.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,124.0,746.0,506.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,14.0,1.4,40.0,27.0,65.0,1.0,5.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.4,0.26,-2.6,-0.26,72.0,160.0,45.0,192.0,25.0,57.3,43.1,80.0,62.5,47.0,146.0,4.0,2.7,11.0,1.1,15.3
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19,19,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,643.0,63.9,12683.0,9750.0,53.0,53.0,100.0,171.0,177.0,96.6,186.0,409.0,45.5,0.0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,0.0,417.0,223.0,58.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,3.0,0.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,698.0,567.0,694.0,5.0,0.0,0.0,698.0,1.0,1.0,100.0,0.0,0.0,426.0,2516.0,1595.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,2.0,75.0,22.0,1.16,96.0,72.0,79.2,10.0,3.0,6.0,8.0,42.1,4.0,2.0,2.0,0.0,50.0,2.0,0.0,2.0,0.0,29.5,0.29,7.5,0.4,116.0,322.0,36.0,475.0,72.0,46.9,37.8,165.0,60.0,44.2,273.0,15.0,5.5,13.0,0.68,10.8
Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,32,32,2798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,875.0,60.9,18415.0,15715.0,60.0,60.0,100.0,211.0,215.0,98.1,261.0,593.0,44.0,0.0,0.0,0.1,0.0,0.0,22.0,0.0,0.0,1.0,526.0,343.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,6.0,0.0,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,952.0,747.0,950.0,2.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,532.0,3273.0,1644.0,0.0,0.0,0.0,3.0,0.0,314.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,100.0,60.0,1.93,133.0,74.0,60.9,6.0,4.0,22.0,4.0,12.5,9.0,8.0,0.0,1.0,0.0,8.0,1.0,10.0,1.0,47.7,0.3,-11.3,-0.36,213.0,522.0,40.8,657.0,77.0,52.4,38.5,212.0,84.0,52.1,389.0,18.0,4.6,54.0,1.74,16.9
